dependent.var,repeat.var.value,population.group,numbers
p1,north_gaza,all,NA
p1_i,khan_yunis,all,NA
p1_i,deir_balah,all,NA
p1_i,gaza,all,NA
p1_i,rafah,all,NA
p1_i,north_gaza,all,NA
p1_ii,khan_yunis,all,NA
p1_ii,deir_balah,all,NA
p1_ii,gaza,all,NA
p1_ii,rafah,all,NA
p1_ii,north_gaza,all,NA
p1_iii,khan_yunis,all,NA
p1_iii,deir_balah,all,NA
p1_iii,gaza,all,NA
p1_iii,rafah,all,NA
p1_iii,north_gaza,all,NA
p1_iv,khan_yunis,all,NA
p1_iv,deir_balah,all,NA
p1_iv,gaza,all,NA
p1_iv,rafah,all,NA
p1_iv,north_gaza,all,NA
p1_v,khan_yunis,all,NA
p1_v,deir_balah,all,NA
p1_v,gaza,all,NA
p1_v,rafah,all,NA
p1_v,north_gaza,all,NA
p1_vi,khan_yunis,all,NA
p1_vi,deir_balah,all,NA
p1_vi,gaza,all,NA
p1_vi,rafah,all,NA
p1_vi,north_gaza,all,NA
p1_vii,khan_yunis,all,NA
p1_vii,deir_balah,all,NA
p1_vii,gaza,all,NA
p1_vii,rafah,all,NA
p1_vii,north_gaza,all,NA
p1_viii,khan_yunis,all,NA
p1_viii,deir_balah,all,NA
p1_viii,gaza,all,NA
p1_viii,rafah,all,NA
p1_viii,north_gaza,all,NA
p1_ix,khan_yunis,all,NA
p1_ix,deir_balah,all,NA
p1_ix,gaza,all,NA
p1_ix,rafah,all,NA
p1_ix,north_gaza,all,NA
p1_x,khan_yunis,all,NA
p1_x,deir_balah,all,NA
p1_x,gaza,all,NA
p1_x,rafah,all,NA
p1_x,north_gaza,all,NA
e1,khan_yunis,all,1
e1,deir_balah,all,1
e1,gaza,all,1
e1,rafah,all,1
e1,north_gaza,all,1
e2,khan_yunis,all,0.853499164
e2,deir_balah,all,0.879065564
e2,gaza,all,0.801971703
e2,rafah,all,0.845765942
e2,north_gaza,all,0.887019644
e4,khan_yunis,all,0.022174497
e4,deir_balah,all,0.026177872
e4,gaza,all,0.076629301
e4,rafah,all,0.01127154
e4,north_gaza,all,0.04354743
e5,khan_yunis,all,0.959881202
e5,deir_balah,all,0.981422421
e5,gaza,all,0.703860819
e5,rafah,all,1
e5,north_gaza,all,1
e6,khan_yunis,all,0.784792212
e6,deir_balah,all,0.752456106
e6,gaza,all,0.705683331
e6,rafah,all,0.663159848
e6,north_gaza,all,0.683260921
e7,khan_yunis,all,0.876616662
e7,deir_balah,all,0.89344372
e7,gaza,all,0.82300409
e7,rafah,all,0.973208929
e7,north_gaza,all,0.905106482
e8,khan_yunis,all,0.014694531
e8,deir_balah,all,0.017991832
e8,gaza,all,0.095875292
e8,rafah,all,0.010029915
e8,north_gaza,all,0.025467367
ep1,khan_yunis,all,0.756375603
ep1,deir_balah,all,0.81810128
ep1,gaza,all,0.749241564
ep1,rafah,all,0.76659814
ep1,north_gaza,all,0.668177448
ep1_i,khan_yunis,all,0.566814711
ep1_i,deir_balah,all,0.724513352
ep1_i,gaza,all,0.560831461
ep1_i,rafah,all,0.488444241
ep1_i,north_gaza,all,0.608302271
ep1_ii,khan_yunis,all,0.259884668
ep1_ii,deir_balah,all,0.168888763
ep1_ii,gaza,all,0.200450531
ep1_ii,rafah,all,0.289869401
ep1_ii,north_gaza,all,0.071937674
ep1_iii,khan_yunis,all,0.012389341
ep1_iii,deir_balah,all,0.006750866
ep1_iii,gaza,all,0.00021878
ep1_iii,rafah,all,0.002186358
ep1_iii,north_gaza,all,0.010205772
ep2,khan_yunis,all,0.697286964
ep2,deir_balah,all,0.761353316
ep2,gaza,all,0.675121414
ep2,rafah,all,0.571251442
ep2,north_gaza,all,0.751955063
ep2_i,khan_yunis,all,0.075345457
ep2_i,deir_balah,all,0.087837709
ep2_i,gaza,all,0.194505514
ep2_i,rafah,all,0.42616673
ep2_i,north_gaza,all,0.095516988
ep2_ii,khan_yunis,all,0
ep2_ii,deir_balah,all,0.007358494
ep2_ii,gaza,all,0.000275765
ep2_ii,rafah,all,0.002790212
ep2_ii,north_gaza,all,0
ep2_iii,khan_yunis,all,0
ep2_iii,deir_balah,all,0.007358494
ep2_iii,gaza,all,0.000551531
ep2_iii,rafah,all,0.002790212
ep2_iii,north_gaza,all,0
ep2_iv,khan_yunis,all,0.145939068
ep2_iv,deir_balah,all,0.080248682
ep2_iv,gaza,all,0.063862876
ep2_iv,rafah,all,0.094817048
ep2_iv,north_gaza,all,0.152837612
ep2_v,khan_yunis,all,0.014434809
ep2_v,deir_balah,all,0.048083409
ep2_v,gaza,all,0.033031929
ep2_v,rafah,all,0.025894438
ep2_v,north_gaza,all,0.000980967
ep2_vi,khan_yunis,all,0.039226121
ep2_vi,deir_balah,all,0.006546994
ep2_vi,gaza,all,0.000275765
ep2_vi,rafah,all,0.033182544
ep2_vi,north_gaza,all,0
ep2_vii,khan_yunis,all,0.004926232
ep2_vii,deir_balah,all,0
ep2_vii,gaza,all,0.06050643
ep2_vii,rafah,all,0.014319214
ep2_vii,north_gaza,all,0.045323175
ep2_viii,khan_yunis,all,0
ep2_viii,deir_balah,all,0.013093988
ep2_viii,gaza,all,0
ep2_viii,rafah,all,0.007263799
ep2_viii,north_gaza,all,0
ep2_ix,khan_yunis,all,0
ep2_ix,deir_balah,all,0
ep2_ix,gaza,all,0
ep2_ix,rafah,all,0
ep2_ix,north_gaza,all,0
ep2_x,khan_yunis,all,0
ep2_x,deir_balah,all,0
ep2_x,gaza,all,0
ep2_x,rafah,all,0
ep2_x,north_gaza,all,0.025051436
ep2_xi,khan_yunis,all,0.039226121
ep2_xi,deir_balah,all,0.014716988
ep2_xi,gaza,all,0.029631508
ep2_xi,rafah,all,0
ep2_xi,north_gaza,all,0.009156164
ep2_xii,khan_yunis,all,0.144449718
ep2_xii,deir_balah,all,0.061313023
ep2_xii,gaza,all,0.155207029
ep2_xii,rafah,all,0.106321743
ep2_xii,north_gaza,all,0.1324552
ep2_xiii,khan_yunis,all,0.10594778
ep2_xiii,deir_balah,all,0.018833447
ep2_xiii,gaza,all,0.033618089
ep2_xiii,rafah,all,0.123661469
ep2_xiii,north_gaza,all,0.026032402
ep2_xiv,khan_yunis,all,0.355329311
ep2_xiv,deir_balah,all,0.164440845
ep2_xiv,gaza,all,0.160704361
ep2_xiv,rafah,all,0.287793587
ep2_xiv,north_gaza,all,0.106517586
e11,khan_yunis,all,0.843773964
e11,deir_balah,all,0.803113984
e11,gaza,all,0.92162478
e11,rafah,all,0.815780954
e11,north_gaza,all,0.652558516
ep3,khan_yunis,all,0.175229886
ep3,deir_balah,all,0.162888884
ep3,gaza,all,0.151966481
ep3,rafah,all,0.21190944
ep3,north_gaza,all,0.177282604
ep4_i,khan_yunis,all,0
ep4_i,deir_balah,all,0
ep4_i,gaza,all,0
ep4_i,rafah,all,0
ep4_i,north_gaza,all,0
ep4_ii,khan_yunis,all,0
ep4_ii,deir_balah,all,0
ep4_ii,gaza,all,0
ep4_ii,rafah,all,0
ep4_ii,north_gaza,all,0
ep4_iii,khan_yunis,all,0
ep4_iii,deir_balah,all,0
ep4_iii,gaza,all,0
ep4_iii,rafah,all,0
ep4_iii,north_gaza,all,0
ep4_iv,khan_yunis,all,0
ep4_iv,deir_balah,all,0
ep4_iv,gaza,all,0
ep4_iv,rafah,all,0
ep4_iv,north_gaza,all,0
ep4_v,khan_yunis,all,0
ep4_v,deir_balah,all,0
ep4_v,gaza,all,0
ep4_v,rafah,all,0
ep4_v,north_gaza,all,0
ep4_vi,khan_yunis,all,0
ep4_vi,deir_balah,all,0
ep4_vi,gaza,all,0
ep4_vi,rafah,all,0
ep4_vi,north_gaza,all,0
ep4_vii,khan_yunis,all,0
ep4_vii,deir_balah,all,0
ep4_vii,gaza,all,0
ep4_vii,rafah,all,0
ep4_vii,north_gaza,all,0
ep4_viii,khan_yunis,all,0
ep4_viii,deir_balah,all,0
ep4_viii,gaza,all,0
ep4_viii,rafah,all,0
ep4_viii,north_gaza,all,0
ep4_ix,khan_yunis,all,0
ep4_ix,deir_balah,all,0
ep4_ix,gaza,all,0
ep4_ix,rafah,all,0
ep4_ix,north_gaza,all,0
ep4_x,khan_yunis,all,0
ep4_x,deir_balah,all,0
ep4_x,gaza,all,0
ep4_x,rafah,all,0
ep4_x,north_gaza,all,0
ep4_xi,khan_yunis,all,0
ep4_xi,deir_balah,all,0
ep4_xi,gaza,all,0
ep4_xi,rafah,all,0
ep4_xi,north_gaza,all,0
ep4_xii,khan_yunis,all,0
ep4_xii,deir_balah,all,0
ep4_xii,gaza,all,0
ep4_xii,rafah,all,0
ep4_xii,north_gaza,all,0
ep4_xiii,khan_yunis,all,0
ep4_xiii,deir_balah,all,0
ep4_xiii,gaza,all,0
ep4_xiii,rafah,all,0
ep4_xiii,north_gaza,all,0
ep4_xiv,khan_yunis,all,0
ep4_xiv,deir_balah,all,0
ep4_xiv,gaza,all,0
ep4_xiv,rafah,all,0
ep4_xiv,north_gaza,all,0
ep4_xv,khan_yunis,all,0
ep4_xv,deir_balah,all,0
ep4_xv,gaza,all,0
ep4_xv,rafah,all,0
ep4_xv,north_gaza,all,0
ep4a_i,khan_yunis,all,0
ep4a_i,deir_balah,all,0
ep4a_i,gaza,all,0
ep4a_i,rafah,all,0
ep4a_i,north_gaza,all,0
ep4a_ii,khan_yunis,all,0
ep4a_ii,deir_balah,all,0
ep4a_ii,gaza,all,0
ep4a_ii,rafah,all,0
ep4a_ii,north_gaza,all,0
ep4a_iii,khan_yunis,all,0
ep4a_iii,deir_balah,all,0
ep4a_iii,gaza,all,0
ep4a_iii,rafah,all,0
ep4a_iii,north_gaza,all,0
ep4a_iv,khan_yunis,all,0
ep4a_iv,deir_balah,all,0
ep4a_iv,gaza,all,0
ep4a_iv,rafah,all,0
ep4a_iv,north_gaza,all,0
ep4a_v,khan_yunis,all,0
ep4a_v,deir_balah,all,0
ep4a_v,gaza,all,0
ep4a_v,rafah,all,0
ep4a_v,north_gaza,all,0
ep4a_vi,khan_yunis,all,0
ep4a_vi,deir_balah,all,0
ep4a_vi,gaza,all,0
ep4a_vi,rafah,all,0
ep4a_vi,north_gaza,all,0
ep4a_vii,khan_yunis,all,0
ep4a_vii,deir_balah,all,0
ep4a_vii,gaza,all,0
ep4a_vii,rafah,all,0
ep4a_vii,north_gaza,all,0
ep4a_viii,khan_yunis,all,0
ep4a_viii,deir_balah,all,0
ep4a_viii,gaza,all,0
ep4a_viii,rafah,all,0
ep4a_viii,north_gaza,all,0
ep4a_ix,khan_yunis,all,0
ep4a_ix,deir_balah,all,0
ep4a_ix,gaza,all,0
ep4a_ix,rafah,all,0
ep4a_ix,north_gaza,all,0
ep4a_x,khan_yunis,all,0
ep4a_x,deir_balah,all,0
ep4a_x,gaza,all,0
ep4a_x,rafah,all,0
ep4a_x,north_gaza,all,0
ep4a_xi,khan_yunis,all,0
ep4a_xi,deir_balah,all,0
ep4a_xi,gaza,all,0
ep4a_xi,rafah,all,0
ep4a_xi,north_gaza,all,0
ep4a_xii,khan_yunis,all,0
ep4a_xii,deir_balah,all,0
ep4a_xii,gaza,all,0
ep4a_xii,rafah,all,0
ep4a_xii,north_gaza,all,0
ep4a_xiii,khan_yunis,all,0
ep4a_xiii,deir_balah,all,0
ep4a_xiii,gaza,all,0
ep4a_xiii,rafah,all,0
ep4a_xiii,north_gaza,all,0
ep4a_xiv,khan_yunis,all,0
ep4a_xiv,deir_balah,all,0
ep4a_xiv,gaza,all,0
ep4a_xiv,rafah,all,0
ep4a_xiv,north_gaza,all,0
ep4a_xv,khan_yunis,all,0
ep4a_xv,deir_balah,all,0
ep4a_xv,gaza,all,0
ep4a_xv,rafah,all,0
ep4a_xv,north_gaza,all,0
ep4b_i,khan_yunis,all,0
ep4b_i,deir_balah,all,0
ep4b_i,gaza,all,0
ep4b_i,rafah,all,0
ep4b_i,north_gaza,all,0
ep4b_ii,khan_yunis,all,0
ep4b_ii,deir_balah,all,0
ep4b_ii,gaza,all,0
ep4b_ii,rafah,all,0
ep4b_ii,north_gaza,all,0
ep4b_iii,khan_yunis,all,0
ep4b_iii,deir_balah,all,0
ep4b_iii,gaza,all,0
ep4b_iii,rafah,all,0
ep4b_iii,north_gaza,all,0
ep4b_iv,khan_yunis,all,0
ep4b_iv,deir_balah,all,0
ep4b_iv,gaza,all,0
ep4b_iv,rafah,all,0
ep4b_iv,north_gaza,all,0
ep4b_v,khan_yunis,all,0
ep4b_v,deir_balah,all,0
ep4b_v,gaza,all,0
ep4b_v,rafah,all,0
ep4b_v,north_gaza,all,0
ep4b_vi,khan_yunis,all,0
ep4b_vi,deir_balah,all,0
ep4b_vi,gaza,all,0
ep4b_vi,rafah,all,0
ep4b_vi,north_gaza,all,0
ep4b_vii,khan_yunis,all,0
ep4b_vii,deir_balah,all,0
ep4b_vii,gaza,all,0
ep4b_vii,rafah,all,0
ep4b_vii,north_gaza,all,0
ep4b_viii,khan_yunis,all,0
ep4b_viii,deir_balah,all,0
ep4b_viii,gaza,all,0
ep4b_viii,rafah,all,0
ep4b_viii,north_gaza,all,0
ep4b_ix,khan_yunis,all,0
ep4b_ix,deir_balah,all,0
ep4b_ix,gaza,all,0
ep4b_ix,rafah,all,0
ep4b_ix,north_gaza,all,0
ep4b_x,khan_yunis,all,0
ep4b_x,deir_balah,all,0
ep4b_x,gaza,all,0
ep4b_x,rafah,all,0
ep4b_x,north_gaza,all,0
ep4b_xi,khan_yunis,all,0
ep4b_xi,deir_balah,all,0
ep4b_xi,gaza,all,0
ep4b_xi,rafah,all,0
ep4b_xi,north_gaza,all,0
ep4b_xii,khan_yunis,all,0
ep4b_xii,deir_balah,all,0
ep4b_xii,gaza,all,0
ep4b_xii,rafah,all,0
ep4b_xii,north_gaza,all,0
ep4b_xiii,khan_yunis,all,0
ep4b_xiii,deir_balah,all,0
ep4b_xiii,gaza,all,0
ep4b_xiii,rafah,all,0
ep4b_xiii,north_gaza,all,0
ep4b_xiv,khan_yunis,all,0
ep4b_xiv,deir_balah,all,0
ep4b_xiv,gaza,all,0
ep4b_xiv,rafah,all,0
ep4b_xiv,north_gaza,all,0
ep4b_xv,khan_yunis,all,0
ep4b_xv,deir_balah,all,0
ep4b_xv,gaza,all,0
ep4b_xv,rafah,all,0
ep4b_xv,north_gaza,all,0
ep4c_i,khan_yunis,all,0.061734151
ep4c_i,deir_balah,all,0.003806408
ep4c_i,gaza,all,0
ep4c_i,rafah,all,0
ep4c_i,north_gaza,all,0
ep4c_ii,khan_yunis,all,0
ep4c_ii,deir_balah,all,0.001268803
ep4c_ii,gaza,all,0
ep4c_ii,rafah,all,0
ep4c_ii,north_gaza,all,0
ep4c_iii,khan_yunis,all,0
ep4c_iii,deir_balah,all,0
ep4c_iii,gaza,all,0
ep4c_iii,rafah,all,0
ep4c_iii,north_gaza,all,0
ep4c_iv,khan_yunis,all,0.036479271
ep4c_iv,deir_balah,all,0.003806408
ep4c_iv,gaza,all,0.044431653
ep4c_iv,rafah,all,0
ep4c_iv,north_gaza,all,0
ep4c_v,khan_yunis,all,0.133025777
ep4c_v,deir_balah,all,0.13758409
ep4c_v,gaza,all,0.268401084
ep4c_v,rafah,all,0.076127189
ep4c_v,north_gaza,all,0.018055
ep4c_vi,khan_yunis,all,0.095188661
ep4c_vi,deir_balah,all,0.065638889
ep4c_vi,gaza,all,0.047536627
ep4c_vi,rafah,all,0.034249368
ep4c_vi,north_gaza,all,0.059203785
ep4c_vii,khan_yunis,all,0.070936345
ep4c_vii,deir_balah,all,0.209857002
ep4c_vii,gaza,all,0.234091011
ep4c_vii,rafah,all,0.191070074
ep4c_vii,north_gaza,all,0.208305509
ep4c_viii,khan_yunis,all,0.040931989
ep4c_viii,deir_balah,all,0.019271746
ep4c_viii,gaza,all,0.002691471
ep4c_viii,rafah,all,0.001498611
ep4c_viii,north_gaza,all,0
ep4c_ix,khan_yunis,all,0.014366071
ep4c_ix,deir_balah,all,0.027179503
ep4c_ix,gaza,all,0.002277968
ep4c_ix,rafah,all,0.028879789
ep4c_ix,north_gaza,all,0
ep4c_x,khan_yunis,all,0.729032672
ep4c_x,deir_balah,all,0.81494474
ep4c_x,gaza,all,0.630470414
ep4c_x,rafah,all,0.916539455
ep4c_x,north_gaza,all,0.763519522
ep4c_xi,khan_yunis,all,0.00490794
ep4c_xi,deir_balah,all,0
ep4c_xi,gaza,all,0
ep4c_xi,rafah,all,0.005577866
ep4c_xi,north_gaza,all,0
ep4c_xii,khan_yunis,all,0.003462367
ep4c_xii,deir_balah,all,0.007795329
ep4c_xii,gaza,all,0
ep4c_xii,rafah,all,0
ep4c_xii,north_gaza,all,0.057610086
ep4c_xiii,khan_yunis,all,0.03064223
ep4c_xiii,deir_balah,all,0.059333237
ep4c_xiii,gaza,all,0.001864465
ep4c_xiii,rafah,all,0.057759579
ep4c_xiii,north_gaza,all,0.07002494
l2,khan_yunis,all,0.551113232
l2,deir_balah,all,0.495582294
l2,gaza,all,0.586103195
l2,rafah,all,0.452879386
l2,north_gaza,all,0.476007678
l3,khan_yunis,all,0.53886957
l3,deir_balah,all,0.460134358
l3,gaza,all,0.572901203
l3,rafah,all,0.44960681
l3,north_gaza,all,0.461866853
l3a,khan_yunis,all,0.557925676
l3a,deir_balah,all,0.415436988
l3a,gaza,all,0.579419133
l3a,rafah,all,0.415829169
l3a,north_gaza,all,0.378094316
l4a,khan_yunis,all,0.322831115
l4a,deir_balah,all,0.440458635
l4a,gaza,all,0.438221346
l4a,rafah,all,0.496263538
l4a,north_gaza,all,0.491595139
l4b,khan_yunis,all,0.22026548
l4b,deir_balah,all,0.317189404
l4b,gaza,all,0.278814654
l4b,rafah,all,0.3913505
l4b,north_gaza,all,0.328865251
l5,khan_yunis,all,0.53480783
l5,deir_balah,all,0.504331305
l5,gaza,all,0.481234884
l5,rafah,all,0.556265735
l5,north_gaza,all,0.591379999
l5_i,khan_yunis,all,0.055210621
l5_i,deir_balah,all,0.063927036
l5_i,gaza,all,0.02960781
l5_i,rafah,all,0.056514171
l5_i,north_gaza,all,0.054909826
l5_ii,khan_yunis,all,0.097001445
l5_ii,deir_balah,all,0.089117454
l5_ii,gaza,all,0.083006542
l5_ii,rafah,all,0.08855603
l5_ii,north_gaza,all,0.026513984
l5_iii,khan_yunis,all,0.043815816
l5_iii,deir_balah,all,0.044313158
l5_iii,gaza,all,0.022882599
l5_iii,rafah,all,0.061941166
l5_iii,north_gaza,all,0.030339699
l5_iv,khan_yunis,all,0
l5_iv,deir_balah,all,0
l5_iv,gaza,all,0
l5_iv,rafah,all,0
l5_iv,north_gaza,all,0
l5_v,khan_yunis,all,0.025954143
l5_v,deir_balah,all,0.038196129
l5_v,gaza,all,0.075691812
l5_v,rafah,all,0.068692468
l5_v,north_gaza,all,0.046244278
l5_vi,khan_yunis,all,0
l5_vi,deir_balah,all,0.003215546
l5_vi,gaza,all,0.000686133
l5_vi,rafah,all,0.006089429
l5_vi,north_gaza,all,0
l5_vii,khan_yunis,all,0
l5_vii,deir_balah,all,0
l5_vii,gaza,all,0
l5_vii,rafah,all,0
l5_vii,north_gaza,all,0
l5_viii,khan_yunis,all,0.066216587
l5_viii,deir_balah,all,0.095143267
l5_viii,gaza,all,0.067322759
l5_viii,rafah,all,0.132899962
l5_viii,north_gaza,all,0.049432191
l5_ix,khan_yunis,all,0.153376497
l5_ix,deir_balah,all,0.146640323
l5_ix,gaza,all,0.126457535
l5_ix,rafah,all,0.086067547
l5_ix,north_gaza,all,0.141165731
l5_x,khan_yunis,all,0.060670303
l5_x,deir_balah,all,0.091023916
l5_x,gaza,all,0.084787876
l5_x,rafah,all,0.067320843
l5_x,north_gaza,all,0.084724313
l6,khan_yunis,all,0.666627538
l6,deir_balah,all,0.542262003
l6,gaza,all,0.698859676
l6,rafah,all,0.580810564
l6,north_gaza,all,0.576607705
l7_i,khan_yunis,all,0.502421452
l7_i,deir_balah,all,0.505149893
l7_i,gaza,all,0.515919656
l7_i,rafah,all,0.518154035
l7_i,north_gaza,all,0.462777679
l7_ii,khan_yunis,all,0.02332379
l7_ii,deir_balah,all,0.028081091
l7_ii,gaza,all,0.02448591
l7_ii,rafah,all,0.016595611
l7_ii,north_gaza,all,0.021024904
l7_iii,khan_yunis,all,0.357082436
l7_iii,deir_balah,all,0.31492025
l7_iii,gaza,all,0.321490074
l7_iii,rafah,all,0.318961958
l7_iii,north_gaza,all,0.298100646
l7_iv,khan_yunis,all,0.083798115
l7_iv,deir_balah,all,0.117886946
l7_iv,gaza,all,0.092891602
l7_iv,rafah,all,0.099477565
l7_iv,north_gaza,all,0.098877601
l7_v,khan_yunis,all,0.10489036
l7_v,deir_balah,all,0.145602378
l7_v,gaza,all,0.068597862
l7_v,rafah,all,0.17542838
l7_v,north_gaza,all,0.123859873
l7_vi,khan_yunis,all,0.114285003
l7_vi,deir_balah,all,0.125516408
l7_vi,gaza,all,0.112609262
l7_vi,rafah,all,0.141898736
l7_vi,north_gaza,all,0.118688568
l7a,khan_yunis,all,0
l7a,deir_balah,all,0
l7a,gaza,all,0
l7a,rafah,all,0
l7a,north_gaza,all,0
l9,khan_yunis,all,0.490062773
l9,deir_balah,all,0.556004969
l9,gaza,all,0.335155189
l9,rafah,all,0.394856587
l9,north_gaza,all,0.392666533
l10_i,khan_yunis,all,0.572900021
l10_i,deir_balah,all,0.692998207
l10_i,gaza,all,0.704794683
l10_i,rafah,all,0.524103273
l10_i,north_gaza,all,0.7431012
l10_ii,khan_yunis,all,0.156000045
l10_ii,deir_balah,all,0.059499415
l10_ii,gaza,all,0.04480997
l10_ii,rafah,all,0.148580673
l10_ii,north_gaza,all,0.204527041
l10_iii,khan_yunis,all,0.088328583
l10_iii,deir_balah,all,0.081582861
l10_iii,gaza,all,0.070453609
l10_iii,rafah,all,0.046718974
l10_iii,north_gaza,all,0.125000723
l10_iv,khan_yunis,all,0.260464282
l10_iv,deir_balah,all,0.204597378
l10_iv,gaza,all,0.24289278
l10_iv,rafah,all,0.306413278
l10_iv,north_gaza,all,0.370736879
l10_v,khan_yunis,all,0.050776645
l10_v,deir_balah,all,0.04861001
l10_v,gaza,all,0.044398736
l10_v,rafah,all,0.117373346
l10_v,north_gaza,all,0.060201585
l10_vi,khan_yunis,all,0.453215373
l10_vi,deir_balah,all,0.382502918
l10_vi,gaza,all,0.160588426
l10_vi,rafah,all,0.29308915
l10_vi,north_gaza,all,0.217589557
l10_vii,khan_yunis,all,0.076001974
l10_vii,deir_balah,all,0.045928366
l10_vii,gaza,all,0.131518255
l10_vii,rafah,all,0.121700092
l10_vii,north_gaza,all,0.031760085
l10_viii,khan_yunis,all,0.026863376
l10_viii,deir_balah,all,0.010203125
l10_viii,gaza,all,0.000187491
l10_viii,rafah,all,0
l10_viii,north_gaza,all,0.017168949
lp1,khan_yunis,all,0.046925568
lp1,deir_balah,all,0.049199512
lp1,gaza,all,0.060209169
lp1,rafah,all,0.026179817
lp1,north_gaza,all,0.069212764
l12,khan_yunis,all,0.281289585
l12,deir_balah,all,0.218108404
l12,gaza,all,0.311956589
l12,rafah,all,0.192347146
l12,north_gaza,all,0.272968823
l12b,khan_yunis,all,0.240465322
l12b,deir_balah,all,0.151728447
l12b,gaza,all,0.245448161
l12b,rafah,all,0.116179858
l12b,north_gaza,all,0.24336162
l13,khan_yunis,all,0.174817067
l13,deir_balah,all,0.149160864
l13,gaza,all,0.033686053
l13,rafah,all,0.090858863
l13,north_gaza,all,0.474685996
l14,khan_yunis,all,0.85120424
l14,deir_balah,all,0.772460967
l14,gaza,all,0.733898598
l14,rafah,all,0.846581316
l14,north_gaza,all,0.864145801
l14_i,khan_yunis,all,0.734599296
l14_i,deir_balah,all,0.561023939
l14_i,gaza,all,0.553307472
l14_i,rafah,all,0.595069041
l14_i,north_gaza,all,0.615746455
l14_ii,khan_yunis,all,0.333508902
l14_ii,deir_balah,all,0.321678814
l14_ii,gaza,all,0.240620235
l14_ii,rafah,all,0.501476369
l14_ii,north_gaza,all,0.275032521
l14_iii,khan_yunis,all,0.637420399
l14_iii,deir_balah,all,0.566744382
l14_iii,gaza,all,0.585071128
l14_iii,rafah,all,0.7126499
l14_iii,north_gaza,all,0.726033511
l14_iv,khan_yunis,all,0.422599091
l14_iv,deir_balah,all,0.41709289
l14_iv,gaza,all,0.296015828
l14_iv,rafah,all,0.415674401
l14_iv,north_gaza,all,0.496586188
l14_v,khan_yunis,all,0.578469233
l14_v,deir_balah,all,0.432109183
l14_v,gaza,all,0.499593539
l14_v,rafah,all,0.634362837
l14_v,north_gaza,all,0.595035217
l14_vi,khan_yunis,all,0.609644988
l14_vi,deir_balah,all,0.546215188
l14_vi,gaza,all,0.527638046
l14_vi,rafah,all,0.600302483
l14_vi,north_gaza,all,0.63746805
p2a,khan_yunis,all,0.009308703
p2a,deir_balah,all,0
p2a,gaza,all,6.28E-05
p2a,rafah,all,0.001811993
p2a,north_gaza,all,0.00010799
p2b,khan_yunis,all,0.004224343
p2b,deir_balah,all,0.000900703
p2b,gaza,all,0.000141668
p2b,rafah,all,0
p2b,north_gaza,all,0
p3,khan_yunis,all,0.101186738
p3,deir_balah,all,0.117913433
p3,gaza,all,0.087824112
p3,rafah,all,0.244219657
p3,north_gaza,all,0.062772744
p4,khan_yunis,all,0.204505614
p4,deir_balah,all,0.217287029
p4,gaza,all,0.099775657
p4,rafah,all,0.462604198
p4,north_gaza,all,0.159231205
p5,khan_yunis,all,0.197059573
p5,deir_balah,all,0.220148098
p5,gaza,all,0.090565951
p5,rafah,all,0.446941012
p5,north_gaza,all,0.141532661
p6,khan_yunis,all,0.386260767
p6,deir_balah,all,0.338551537
p6,gaza,all,0.234702072
p6,rafah,all,0.725190469
p6,north_gaza,all,0.310697917
p7,khan_yunis,all,0.180686856
p7,deir_balah,all,0.200660003
p7,gaza,all,0.084039378
p7,rafah,all,0.408747279
p7,north_gaza,all,0.108427562
sp5,khan_yunis,all,NA
sp5,deir_balah,all,NA
sp5,gaza,all,NA
sp5,rafah,all,NA
sp5,north_gaza,all,NA
p8,khan_yunis,all,0.123343069
p8,deir_balah,all,0.207893234
p8,gaza,all,0.102730526
p8,rafah,all,0.435581681
p8,north_gaza,all,0.252908876
p9,khan_yunis,all,0.559821288
p9,deir_balah,all,0.680236334
p9,gaza,all,0.529454642
p9,rafah,all,0.761584699
p9,north_gaza,all,0.74539854
sp6_i,khan_yunis,all,0.551949688
sp6_i,deir_balah,all,0.671884479
sp6_i,gaza,all,0.418615012
sp6_i,rafah,all,0.747582192
sp6_i,north_gaza,all,0.706245675
sp6_ii,khan_yunis,all,0.167132922
sp6_ii,deir_balah,all,0.182220581
sp6_ii,gaza,all,0.292296354
sp6_ii,rafah,all,0.222803934
sp6_ii,north_gaza,all,0.618499723
sp6_iii,khan_yunis,all,0.623367678
sp6_iii,deir_balah,all,0.598158862
sp6_iii,gaza,all,0.568517631
sp6_iii,rafah,all,0.635141881
sp6_iii,north_gaza,all,0.79161164
sp7,khan_yunis,all,0.864778977
sp7,deir_balah,all,0.840429247
sp7,gaza,all,0.859352915
sp7,rafah,all,0.798451737
sp7,north_gaza,all,0.873545176
aap1,khan_yunis,all,0.615691208
aap1,deir_balah,all,0.734723906
aap1,gaza,all,0.592221068
aap1,rafah,all,0.711093276
aap1,north_gaza,all,0.752084843
aap1_a,khan_yunis,all,0.369657913
aap1_a,deir_balah,all,0.586219915
aap1_a,gaza,all,0.558645799
aap1_a,rafah,all,0.501506465
aap1_a,north_gaza,all,0.594379788
aap2_i,khan_yunis,all,0.310194499
aap2_i,deir_balah,all,0.217295973
aap2_i,gaza,all,0.128708085
aap2_i,rafah,all,0.226077631
aap2_i,north_gaza,all,0.232878597
aap2_ii,khan_yunis,all,0.941951876
aap2_ii,deir_balah,all,0.959864178
