dependent.var,repeat.var.value,population.group,numbers
w2,north_gaza,refugees,0.995843744
ws1,khan_yunis,refugees,0.99490935
ws1,deir_balah,refugees,0.994767199
ws1,gaza,refugees,0.999661437
ws1,rafah,refugees,0.973459778
ws1,north_gaza,refugees,0.998654977
ws1a,khan_yunis,refugees,0.012116313
ws1a,deir_balah,refugees,0.012734798
ws1a,gaza,refugees,0.001264863
ws1a,rafah,refugees,0.00759276
ws1a,north_gaza,refugees,0.00442962
ws1b,khan_yunis,refugees,0.379716506
ws1b,deir_balah,refugees,0.485848624
ws1b,gaza,refugees,0.447843553
ws1b,rafah,refugees,0.418217721
ws1b,north_gaza,refugees,0.296506415
ws1c,khan_yunis,refugees,0.816382127
ws1c,deir_balah,refugees,0.930704
ws1c,gaza,refugees,0.885080437
ws1c,rafah,refugees,0.907130852
ws1c,north_gaza,refugees,0.910835286
ws1b_i,khan_yunis,refugees,0.593606037
ws1b_i,deir_balah,refugees,0.916576546
ws1b_i,gaza,refugees,0.953842179
ws1b_i,rafah,refugees,0.83731708
ws1b_i,north_gaza,refugees,0.950569029
ws1b_ii,khan_yunis,refugees,0.272038373
ws1b_ii,deir_balah,refugees,0.036522894
ws1b_ii,gaza,refugees,0.040744439
ws1b_ii,rafah,refugees,0.09414282
ws1b_ii,north_gaza,refugees,0.023285309
ws1b_iii,khan_yunis,refugees,0.133006194
ws1b_iii,deir_balah,refugees,0.04538434
ws1b_iii,gaza,refugees,0.005046101
ws1b_iii,rafah,refugees,0.068540099
ws1b_iii,north_gaza,refugees,0.024626834
ws1b_iv,khan_yunis,refugees,0
ws1b_iv,deir_balah,refugees,0.001516219
ws1b_iv,gaza,refugees,0.000112854
ws1b_iv,rafah,refugees,0
ws1b_iv,north_gaza,refugees,0.001518828
w3,khan_yunis,refugees,0.685815631
w3,deir_balah,refugees,0.893272489
w3,gaza,refugees,0.84218264
w3,rafah,refugees,0.786090474
w3,north_gaza,refugees,0.864036731
w3a,khan_yunis,refugees,0.948141915
w3a,deir_balah,refugees,0.972387875
w3a,gaza,refugees,0.890668013
w3a,rafah,refugees,0.961076695
w3a,north_gaza,refugees,0.950646022
w4,khan_yunis,refugees,0.884970577
w4,deir_balah,refugees,0.768943155
w4,gaza,refugees,0.905556102
w4,rafah,refugees,0.984200738
w4,north_gaza,refugees,0.920965742
w4_i,khan_yunis,refugees,0.115029423
w4_i,deir_balah,refugees,0.231056845
w4_i,gaza,refugees,0.017481638
w4_i,rafah,refugees,0.015799262
w4_i,north_gaza,refugees,0.079034258
w4_ii,khan_yunis,refugees,0.213844905
w4_ii,deir_balah,refugees,0.130370486
w4_ii,gaza,refugees,0.252356074
w4_ii,rafah,refugees,0.310616337
w4_ii,north_gaza,refugees,0.078756813
w4_iii,khan_yunis,refugees,0.430769724
w4_iii,deir_balah,refugees,0.397476567
w4_iii,gaza,refugees,0.135514525
w4_iii,rafah,refugees,0.402991956
w4_iii,north_gaza,refugees,0.459540078
w4_iv,khan_yunis,refugees,0.198382786
w4_iv,deir_balah,refugees,0.29075645
w4_iv,gaza,refugees,0.680441977
w4_iv,rafah,refugees,0.440928556
w4_iv,north_gaza,refugees,0.263572964
w4_v,khan_yunis,refugees,0.110567373
w4_v,deir_balah,refugees,0.134267703
w4_v,gaza,refugees,0.012595466
w4_v,rafah,refugees,0.112601559
w4_v,north_gaza,refugees,0.202853904
w4_vi,khan_yunis,refugees,0.204928718
w4_vi,deir_balah,refugees,0.064274025
w4_vi,gaza,refugees,0.00807383
w4_vi,rafah,refugees,0.360540093
w4_vi,north_gaza,refugees,0.396240029
w4_vii,khan_yunis,refugees,0.002498183
w4_vii,deir_balah,refugees,0.013550489
w4_vii,gaza,refugees,0
w4_vii,rafah,refugees,0
w4_vii,north_gaza,refugees,0.023926858
w9,khan_yunis,refugees,0.178261951
w9,deir_balah,refugees,0.051086329
w9,gaza,refugees,0.079961695
w9,rafah,refugees,0.018807808
w9,north_gaza,refugees,0.291173457
w9_a,khan_yunis,refugees,0.845330114
w9_a,deir_balah,refugees,0.881765613
w9_a,gaza,refugees,0.841983665
w9_a,rafah,refugees,0.92927978
w9_a,north_gaza,refugees,0.968383647
w9_b,khan_yunis,refugees,0.759982743
w9_b,deir_balah,refugees,0.495271511
w9_b,gaza,refugees,0.968323904
w9_b,rafah,refugees,0.78783934
w9_b,north_gaza,refugees,0.300955798
w10,khan_yunis,refugees,0.579133882
w10,deir_balah,refugees,0.892331755
w10,gaza,refugees,0.943655747
w10,rafah,refugees,0.981005106
w10,north_gaza,refugees,0.877375527
w11,khan_yunis,refugees,0.10181171
w11,deir_balah,refugees,0.107048075
w11,gaza,refugees,0.051973287
w11,rafah,refugees,0.211981333
w11,north_gaza,refugees,0.138127641
s1,khan_yunis,refugees,0.236274073
s1,deir_balah,refugees,0.202224709
s1,gaza,refugees,0.070749867
s1,rafah,refugees,0.275484958
s1,north_gaza,refugees,0.14980015
s2_a,khan_yunis,refugees,0.56894374
s2_a,deir_balah,refugees,0.426636821
s2_a,gaza,refugees,0.354862071
s2_a,rafah,refugees,0.450778502
s2_a,north_gaza,refugees,0.370482352
s2,khan_yunis,refugees,Inf
s2,deir_balah,refugees,Inf
s2,gaza,refugees,Inf
s2,rafah,refugees,Inf
s2,north_gaza,refugees,Inf
sp1_i,khan_yunis,refugees,0.875407299
sp1_i,deir_balah,refugees,0.853382473
sp1_i,gaza,refugees,0.798884815
sp1_i,rafah,refugees,0.884045647
sp1_i,north_gaza,refugees,0.855732248
sp1_ii,khan_yunis,refugees,0.050153113
sp1_ii,deir_balah,refugees,0.040917429
sp1_ii,gaza,refugees,0.079527299
sp1_ii,rafah,refugees,0.045621728
sp1_ii,north_gaza,refugees,0.068080051
sp1_iii,khan_yunis,refugees,0.07348764
sp1_iii,deir_balah,refugees,0.100799394
sp1_iii,gaza,refugees,0.121475031
sp1_iii,rafah,refugees,0.057988764
sp1_iii,north_gaza,refugees,0.066877173
sp1_iv,khan_yunis,refugees,0.000951948
sp1_iv,deir_balah,refugees,0.004900704
sp1_iv,gaza,refugees,0.000112854
sp1_iv,rafah,refugees,0.012343862
sp1_iv,north_gaza,refugees,0.009310529
sp2,khan_yunis,refugees,0.100352366
sp2,deir_balah,refugees,0.035514811
sp2,gaza,refugees,0.093550393
sp2,rafah,refugees,0.055289731
sp2,north_gaza,refugees,0.037741082
sp3_i,khan_yunis,refugees,0
sp3_i,deir_balah,refugees,0.051958921
sp3_i,gaza,refugees,0
sp3_i,rafah,refugees,0
sp3_i,north_gaza,refugees,0
sp3_ii,khan_yunis,refugees,0.113764586
sp3_ii,deir_balah,refugees,0.302504422
sp3_ii,gaza,refugees,0.545294626
sp3_ii,rafah,refugees,0.347509316
sp3_ii,north_gaza,refugees,0.138411385
sp3_iii,khan_yunis,refugees,0.13473927
sp3_iii,deir_balah,refugees,0.393777499
sp3_iii,gaza,refugees,0.022912484
sp3_iii,rafah,refugees,0.148507579
sp3_iii,north_gaza,refugees,0
sp3_iv,khan_yunis,refugees,0.003239394
sp3_iv,deir_balah,refugees,0
sp3_iv,gaza,refugees,0
sp3_iv,rafah,refugees,0.12028385
sp3_iv,north_gaza,refugees,0.040243369
sp3_v,khan_yunis,refugees,0.228833876
sp3_v,deir_balah,refugees,0.111375009
sp3_v,gaza,refugees,0.147219212
sp3_v,rafah,refugees,0.271965586
sp3_v,north_gaza,refugees,0.114163416
sp3_vi,khan_yunis,refugees,0.481454992
sp3_vi,deir_balah,refugees,0.043580903
sp3_vi,gaza,refugees,0.002412695
sp3_vi,rafah,refugees,0.142942549
sp3_vi,north_gaza,refugees,0.404894486
sp3_vii,khan_yunis,refugees,0.028242054
sp3_vii,deir_balah,refugees,0.069159374
sp3_vii,gaza,refugees,0.129624249
sp3_vii,rafah,refugees,0.073757388
sp3_vii,north_gaza,refugees,0.133040939
sp3_viii,khan_yunis,refugees,0
sp3_viii,deir_balah,refugees,0
sp3_viii,gaza,refugees,0
sp3_viii,rafah,refugees,0
sp3_viii,north_gaza,refugees,0
sp3_ix,khan_yunis,refugees,0.009486053
sp3_ix,deir_balah,refugees,0.006793417
sp3_ix,gaza,refugees,0
sp3_ix,rafah,refugees,0
sp3_ix,north_gaza,refugees,0
sp3_x,khan_yunis,refugees,0.064498886
sp3_x,deir_balah,refugees,0.159156395
sp3_x,gaza,refugees,0.152536733
sp3_x,rafah,refugees,0.130120624
sp3_x,north_gaza,refugees,0.206206429
s3,khan_yunis,refugees,0.627260554
s3,deir_balah,refugees,0.586570147
s3,gaza,refugees,0.565401075
s3,rafah,refugees,0.664255641
s3,north_gaza,refugees,0.708084281
sp4,khan_yunis,NA,NA
sp4,deir_balah,NA,NA
sp4,gaza,NA,NA
sp4,rafah,NA,NA
sp4,north_gaza,NA,NA
sp4_i,khan_yunis,NA,NA
sp4_i,deir_balah,NA,NA
sp4_i,gaza,NA,NA
sp4_i,rafah,NA,NA
sp4_i,north_gaza,NA,NA
sp4_ii,khan_yunis,NA,NA
sp4_ii,deir_balah,NA,NA
sp4_ii,gaza,NA,NA
sp4_ii,rafah,NA,NA
sp4_ii,north_gaza,NA,NA
sp4_iii,khan_yunis,NA,NA
sp4_iii,deir_balah,NA,NA
sp4_iii,gaza,NA,NA
sp4_iii,rafah,NA,NA
sp4_iii,north_gaza,NA,NA
sp4_iv,khan_yunis,NA,NA
sp4_iv,deir_balah,NA,NA
sp4_iv,gaza,NA,NA
sp4_iv,rafah,NA,NA
sp4_iv,north_gaza,NA,NA
sp4_v,khan_yunis,NA,NA
sp4_v,deir_balah,NA,NA
sp4_v,gaza,NA,NA
sp4_v,rafah,NA,NA
sp4_v,north_gaza,NA,NA
sp4_vi,khan_yunis,NA,NA
sp4_vi,deir_balah,NA,NA
sp4_vi,gaza,NA,NA
sp4_vi,rafah,NA,NA
sp4_vi,north_gaza,NA,NA
sp4_vii,khan_yunis,NA,NA
sp4_vii,deir_balah,NA,NA
sp4_vii,gaza,NA,NA
sp4_vii,rafah,NA,NA
sp4_vii,north_gaza,NA,NA
sp4_viii,khan_yunis,NA,NA
sp4_viii,deir_balah,NA,NA
sp4_viii,gaza,NA,NA
sp4_viii,rafah,NA,NA
sp4_viii,north_gaza,NA,NA
sp4_ix,khan_yunis,NA,NA
sp4_ix,deir_balah,NA,NA
sp4_ix,gaza,NA,NA
sp4_ix,rafah,NA,NA
sp4_ix,north_gaza,NA,NA
sp4_x,khan_yunis,NA,NA
sp4_x,deir_balah,NA,NA
sp4_x,gaza,NA,NA
sp4_x,rafah,NA,NA
sp4_x,north_gaza,NA,NA
sp4_xi,khan_yunis,NA,NA
sp4_xi,deir_balah,NA,NA
sp4_xi,gaza,NA,NA
sp4_xi,rafah,NA,NA
sp4_xi,north_gaza,NA,NA
sp4_xii,khan_yunis,NA,NA
sp4_xii,deir_balah,NA,NA
sp4_xii,gaza,NA,NA
sp4_xii,rafah,NA,NA
sp4_xii,north_gaza,NA,NA
sp4_xiii,khan_yunis,NA,NA
sp4_xiii,deir_balah,NA,NA
sp4_xiii,gaza,NA,NA
sp4_xiii,rafah,NA,NA
sp4_xiii,north_gaza,NA,NA
sp4_xiv,khan_yunis,NA,NA
sp4_xiv,deir_balah,NA,NA
sp4_xiv,gaza,NA,NA
sp4_xiv,rafah,NA,NA
sp4_xiv,north_gaza,NA,NA
p1,khan_yunis,NA,NA
p1,deir_balah,NA,NA
p1,gaza,NA,NA
p1,rafah,NA,NA
p1,north_gaza,NA,NA
p1_i,khan_yunis,NA,NA
p1_i,deir_balah,NA,NA
p1_i,gaza,NA,NA
p1_i,rafah,NA,NA
p1_i,north_gaza,NA,NA
p1_ii,khan_yunis,NA,NA
p1_ii,deir_balah,NA,NA
p1_ii,gaza,NA,NA
p1_ii,rafah,NA,NA
p1_ii,north_gaza,NA,NA
p1_iii,khan_yunis,NA,NA
p1_iii,deir_balah,NA,NA
p1_iii,gaza,NA,NA
p1_iii,rafah,NA,NA
p1_iii,north_gaza,NA,NA
p1_iv,khan_yunis,NA,NA
p1_iv,deir_balah,NA,NA
p1_iv,gaza,NA,NA
p1_iv,rafah,NA,NA
p1_iv,north_gaza,NA,NA
p1_v,khan_yunis,NA,NA
p1_v,deir_balah,NA,NA
p1_v,gaza,NA,NA
p1_v,rafah,NA,NA
p1_v,north_gaza,NA,NA
p1_vi,khan_yunis,NA,NA
p1_vi,deir_balah,NA,NA
p1_vi,gaza,NA,NA
p1_vi,rafah,NA,NA
p1_vi,north_gaza,NA,NA
p1_vii,khan_yunis,NA,NA
p1_vii,deir_balah,NA,NA
p1_vii,gaza,NA,NA
p1_vii,rafah,NA,NA
p1_vii,north_gaza,NA,NA
p1_viii,khan_yunis,NA,NA
p1_viii,deir_balah,NA,NA
p1_viii,gaza,NA,NA
p1_viii,rafah,NA,NA
p1_viii,north_gaza,NA,NA
p1_ix,khan_yunis,NA,NA
p1_ix,deir_balah,NA,NA
p1_ix,gaza,NA,NA
p1_ix,rafah,NA,NA
p1_ix,north_gaza,NA,NA
p1_x,khan_yunis,NA,NA
p1_x,deir_balah,NA,NA
p1_x,gaza,NA,NA
p1_x,rafah,NA,NA
p1_x,north_gaza,NA,NA
e1,khan_yunis,refugees,1
e1,deir_balah,refugees,1
e1,gaza,refugees,1
e1,rafah,refugees,1
e1,north_gaza,refugees,1
e2,khan_yunis,refugees,0.873334069
e2,deir_balah,refugees,0.887046478
e2,gaza,refugees,0.843620192
e2,rafah,refugees,0.862704366
e2,north_gaza,refugees,0.911702473
e4,khan_yunis,refugees,0.020583636
e4,deir_balah,refugees,0.01897719
e4,gaza,refugees,0.044824223
e4,rafah,refugees,0.012254694
e4,north_gaza,refugees,0.014378605
e5,khan_yunis,refugees,1
e5,deir_balah,refugees,0.980010617
e5,gaza,refugees,0.78768585
e5,rafah,refugees,1
e5,north_gaza,refugees,1
e6,khan_yunis,refugees,0.743306289
e6,deir_balah,refugees,0.737619351
e6,gaza,refugees,0.551250858
e6,rafah,refugees,0.65461066
e6,north_gaza,refugees,0.622423002
e7,khan_yunis,refugees,0.869344898
e7,deir_balah,refugees,0.889589465
e7,gaza,refugees,0.831233885
e7,rafah,refugees,0.970168362
e7,north_gaza,refugees,0.923303328
e8,khan_yunis,refugees,0.010010326
e8,deir_balah,refugees,0.01805307
e8,gaza,refugees,0.071470485
e8,rafah,refugees,0.010845691
e8,north_gaza,refugees,0.016749042
ep1,khan_yunis,refugees,0.821590574
ep1,deir_balah,refugees,0.826807073
ep1,gaza,refugees,0.77025836
ep1,rafah,refugees,0.780303931
ep1,north_gaza,refugees,0.694388323
ep1_i,khan_yunis,refugees,0.611974987
ep1_i,deir_balah,refugees,0.751397337
ep1_i,gaza,refugees,0.596544506
ep1_i,rafah,refugees,0.476587187
ep1_i,north_gaza,refugees,0.634835798
ep1_ii,khan_yunis,refugees,0.302409202
ep1_ii,deir_balah,refugees,0.150205515
ep1_ii,gaza,refugees,0.196037321
ep1_ii,rafah,refugees,0.316985361
ep1_ii,north_gaza,refugees,0.076559805
ep1_iii,khan_yunis,refugees,0.019287884
ep1_iii,deir_balah,refugees,0.007692434
ep1_iii,gaza,refugees,0.000405628
ep1_iii,rafah,refugees,0.002476202
ep1_iii,north_gaza,refugees,0.007286459
ep2,khan_yunis,refugees,0.60740419
ep2,deir_balah,refugees,0.768813698
ep2,gaza,refugees,0.825377928
ep2,rafah,refugees,0.582132581
ep2,north_gaza,refugees,0.710462221
ep2_i,khan_yunis,refugees,0.092620797
ep2_i,deir_balah,refugees,0.109463329
ep2_i,gaza,refugees,0.336473299
ep2_i,rafah,refugees,0.409440538
ep2_i,north_gaza,refugees,0.10920535
ep2_ii,khan_yunis,refugees,0
ep2_ii,deir_balah,refugees,0.009170153
ep2_ii,gaza,refugees,0
ep2_ii,rafah,refugees,0.003321146
ep2_ii,north_gaza,refugees,0
ep2_iii,khan_yunis,refugees,0
ep2_iii,deir_balah,refugees,0.009170153
ep2_iii,gaza,refugees,0.000574556
ep2_iii,rafah,refugees,0.003321146
ep2_iii,north_gaza,refugees,0
ep2_iv,khan_yunis,refugees,0.04134092
ep2_iv,deir_balah,refugees,0.074124551
ep2_iv,gaza,refugees,0.066197627
ep2_iv,rafah,refugees,0.112859237
ep2_iv,north_gaza,refugees,0.098154137
ep2_v,khan_yunis,refugees,0.021115831
ep2_v,deir_balah,refugees,0.05992153
ep2_v,gaza,refugees,0.066231217
ep2_v,rafah,refugees,0.030821742
ep2_v,north_gaza,refugees,0.001366892
ep2_vi,khan_yunis,refugees,0
ep2_vi,deir_balah,refugees,0.008158862
ep2_vi,gaza,refugees,0.000574556
ep2_vi,rafah,refugees,0.037712068
ep2_vi,north_gaza,refugees,0
ep2_vii,khan_yunis,refugees,0.007206294
ep2_vii,deir_balah,refugees,0
ep2_vii,gaza,refugees,0.001295323
ep2_vii,rafah,refugees,0.017043934
ep2_vii,north_gaza,refugees,0.051209269
ep2_viii,khan_yunis,refugees,0
ep2_viii,deir_balah,refugees,0.016317725
ep2_viii,gaza,refugees,0
ep2_viii,rafah,refugees,0.008645985
ep2_viii,north_gaza,refugees,0
ep2_ix,khan_yunis,refugees,0
ep2_ix,deir_balah,refugees,0
ep2_ix,gaza,refugees,0
ep2_ix,rafah,refugees,0
ep2_ix,north_gaza,refugees,0
ep2_x,khan_yunis,refugees,0
ep2_x,deir_balah,refugees,0
ep2_x,gaza,refugees,0
ep2_x,rafah,refugees,0
ep2_x,north_gaza,refugees,0.022962361
ep2_xi,khan_yunis,refugees,0.007206294
ep2_xi,deir_balah,refugees,0.018340306
ep2_xi,gaza,refugees,0.061737102
ep2_xi,rafah,refugees,0
ep2_xi,north_gaza,refugees,0.012758319
ep2_xii,khan_yunis,refugees,0.060781119
ep2_xii,deir_balah,refugees,0.055037952
ep2_xii,gaza,refugees,0.197974411
ep2_xii,rafah,refugees,0.126553093
ep2_xii,north_gaza,refugees,0.115677738
ep2_xiii,khan_yunis,refugees,0.046086335
ep2_xiii,deir_balah,refugees,0.002099916
ep2_xiii,gaza,refugees,0.069413978
ep2_xiii,rafah,refugees,0.116370553
ep2_xiii,north_gaza,refugees,0.001366892
ep2_xiv,khan_yunis,refugees,0.157859059
ep2_xiv,deir_balah,refugees,0.140815173
ep2_xiv,gaza,refugees,0.206262874
ep2_xiv,rafah,refugees,0.308165243
ep2_xiv,north_gaza,refugees,0.11283256
e11,khan_yunis,refugees,0.875065872
e11,deir_balah,refugees,0.802024188
e11,gaza,refugees,0.887915804
e11,rafah,refugees,0.833921196
e11,north_gaza,refugees,0.737960031
ep3,khan_yunis,refugees,0.167601552
ep3,deir_balah,refugees,0.167468554
ep3,gaza,refugees,0.162011222
ep3,rafah,refugees,0.199640615
ep3,north_gaza,refugees,0.189762029
ep4_i,khan_yunis,refugees,0
ep4_i,deir_balah,refugees,0
ep4_i,gaza,refugees,0
ep4_i,rafah,refugees,0
ep4_i,north_gaza,refugees,0
ep4_ii,khan_yunis,refugees,0
ep4_ii,deir_balah,refugees,0
ep4_ii,gaza,refugees,0
ep4_ii,rafah,refugees,0
ep4_ii,north_gaza,refugees,0
ep4_iii,khan_yunis,refugees,0
ep4_iii,deir_balah,refugees,0
ep4_iii,gaza,refugees,0
ep4_iii,rafah,refugees,0
ep4_iii,north_gaza,refugees,0
ep4_iv,khan_yunis,refugees,0
ep4_iv,deir_balah,refugees,0
ep4_iv,gaza,refugees,0
ep4_iv,rafah,refugees,0
ep4_iv,north_gaza,refugees,0
ep4_v,khan_yunis,refugees,0
ep4_v,deir_balah,refugees,0
ep4_v,gaza,refugees,0
ep4_v,rafah,refugees,0
ep4_v,north_gaza,refugees,0
ep4_vi,khan_yunis,refugees,0
ep4_vi,deir_balah,refugees,0
ep4_vi,gaza,refugees,0
ep4_vi,rafah,refugees,0
ep4_vi,north_gaza,refugees,0
ep4_vii,khan_yunis,refugees,0
ep4_vii,deir_balah,refugees,0
ep4_vii,gaza,refugees,0
ep4_vii,rafah,refugees,0
ep4_vii,north_gaza,refugees,0
ep4_viii,khan_yunis,refugees,0
ep4_viii,deir_balah,refugees,0
ep4_viii,gaza,refugees,0
ep4_viii,rafah,refugees,0
ep4_viii,north_gaza,refugees,0
ep4_ix,khan_yunis,refugees,0
ep4_ix,deir_balah,refugees,0
ep4_ix,gaza,refugees,0
ep4_ix,rafah,refugees,0
ep4_ix,north_gaza,refugees,0
ep4_x,khan_yunis,refugees,0
ep4_x,deir_balah,refugees,0
ep4_x,gaza,refugees,0
ep4_x,rafah,refugees,0
ep4_x,north_gaza,refugees,0
ep4_xi,khan_yunis,refugees,0
ep4_xi,deir_balah,refugees,0
ep4_xi,gaza,refugees,0
ep4_xi,rafah,refugees,0
ep4_xi,north_gaza,refugees,0
ep4_xii,khan_yunis,refugees,0
ep4_xii,deir_balah,refugees,0
ep4_xii,gaza,refugees,0
ep4_xii,rafah,refugees,0
ep4_xii,north_gaza,refugees,0
ep4_xiii,khan_yunis,refugees,0
ep4_xiii,deir_balah,refugees,0
ep4_xiii,gaza,refugees,0
ep4_xiii,rafah,refugees,0
ep4_xiii,north_gaza,refugees,0
ep4_xiv,khan_yunis,refugees,0
ep4_xiv,deir_balah,refugees,0
ep4_xiv,gaza,refugees,0
ep4_xiv,rafah,refugees,0
ep4_xiv,north_gaza,refugees,0
ep4_xv,khan_yunis,refugees,0
ep4_xv,deir_balah,refugees,0
ep4_xv,gaza,refugees,0
ep4_xv,rafah,refugees,0
ep4_xv,north_gaza,refugees,0
ep4a_i,khan_yunis,refugees,0
ep4a_i,deir_balah,refugees,0
ep4a_i,gaza,refugees,0
ep4a_i,rafah,refugees,0
ep4a_i,north_gaza,refugees,0
ep4a_ii,khan_yunis,refugees,0
ep4a_ii,deir_balah,refugees,0
ep4a_ii,gaza,refugees,0
ep4a_ii,rafah,refugees,0
ep4a_ii,north_gaza,refugees,0
ep4a_iii,khan_yunis,refugees,0
ep4a_iii,deir_balah,refugees,0
ep4a_iii,gaza,refugees,0
ep4a_iii,rafah,refugees,0
ep4a_iii,north_gaza,refugees,0
ep4a_iv,khan_yunis,refugees,0
ep4a_iv,deir_balah,refugees,0
ep4a_iv,gaza,refugees,0
ep4a_iv,rafah,refugees,0
ep4a_iv,north_gaza,refugees,0
ep4a_v,khan_yunis,refugees,0
ep4a_v,deir_balah,refugees,0
ep4a_v,gaza,refugees,0
ep4a_v,rafah,refugees,0
ep4a_v,north_gaza,refugees,0
ep4a_vi,khan_yunis,refugees,0
ep4a_vi,deir_balah,refugees,0
ep4a_vi,gaza,refugees,0
ep4a_vi,rafah,refugees,0
ep4a_vi,north_gaza,refugees,0
ep4a_vii,khan_yunis,refugees,0
ep4a_vii,deir_balah,refugees,0
ep4a_vii,gaza,refugees,0
ep4a_vii,rafah,refugees,0
ep4a_vii,north_gaza,refugees,0
ep4a_viii,khan_yunis,refugees,0
ep4a_viii,deir_balah,refugees,0
ep4a_viii,gaza,refugees,0
ep4a_viii,rafah,refugees,0
ep4a_viii,north_gaza,refugees,0
ep4a_ix,khan_yunis,refugees,0
ep4a_ix,deir_balah,refugees,0
ep4a_ix,gaza,refugees,0
ep4a_ix,rafah,refugees,0
ep4a_ix,north_gaza,refugees,0
ep4a_x,khan_yunis,refugees,0
ep4a_x,deir_balah,refugees,0
ep4a_x,gaza,refugees,0
ep4a_x,rafah,refugees,0
ep4a_x,north_gaza,refugees,0
ep4a_xi,khan_yunis,refugees,0
ep4a_xi,deir_balah,refugees,0
ep4a_xi,gaza,refugees,0
ep4a_xi,rafah,refugees,0
ep4a_xi,north_gaza,refugees,0
ep4a_xii,khan_yunis,refugees,0
ep4a_xii,deir_balah,refugees,0
ep4a_xii,gaza,refugees,0
ep4a_xii,rafah,refugees,0
ep4a_xii,north_gaza,refugees,0
ep4a_xiii,khan_yunis,refugees,0
ep4a_xiii,deir_balah,refugees,0
ep4a_xiii,gaza,refugees,0
ep4a_xiii,rafah,refugees,0
ep4a_xiii,north_gaza,refugees,0
ep4a_xiv,khan_yunis,refugees,0
ep4a_xiv,deir_balah,refugees,0
ep4a_xiv,gaza,refugees,0
ep4a_xiv,rafah,refugees,0
ep4a_xiv,north_gaza,refugees,0
ep4a_xv,khan_yunis,refugees,0
ep4a_xv,deir_balah,refugees,0
ep4a_xv,gaza,refugees,0
ep4a_xv,rafah,refugees,0
ep4a_xv,north_gaza,refugees,0
ep4b_i,khan_yunis,refugees,0
ep4b_i,deir_balah,refugees,0
ep4b_i,gaza,refugees,0
ep4b_i,rafah,refugees,0
ep4b_i,north_gaza,refugees,0
ep4b_ii,khan_yunis,refugees,0
ep4b_ii,deir_balah,refugees,0
ep4b_ii,gaza,refugees,0
ep4b_ii,rafah,refugees,0
ep4b_ii,north_gaza,refugees,0
ep4b_iii,khan_yunis,refugees,0
ep4b_iii,deir_balah,refugees,0
ep4b_iii,gaza,refugees,0
ep4b_iii,rafah,refugees,0
ep4b_iii,north_gaza,refugees,0
ep4b_iv,khan_yunis,refugees,0
ep4b_iv,deir_balah,refugees,0
ep4b_iv,gaza,refugees,0
ep4b_iv,rafah,refugees,0
ep4b_iv,north_gaza,refugees,0
ep4b_v,khan_yunis,refugees,0
ep4b_v,deir_balah,refugees,0
ep4b_v,gaza,refugees,0
ep4b_v,rafah,refugees,0
ep4b_v,north_gaza,refugees,0
ep4b_vi,khan_yunis,refugees,0
ep4b_vi,deir_balah,refugees,0
ep4b_vi,gaza,refugees,0
ep4b_vi,rafah,refugees,0
ep4b_vi,north_gaza,refugees,0
ep4b_vii,khan_yunis,refugees,0
ep4b_vii,deir_balah,refugees,0
ep4b_vii,gaza,refugees,0
ep4b_vii,rafah,refugees,0
ep4b_vii,north_gaza,refugees,0
ep4b_viii,khan_yunis,refugees,0
ep4b_viii,deir_balah,refugees,0
ep4b_viii,gaza,refugees,0
ep4b_viii,rafah,refugees,0
ep4b_viii,north_gaza,refugees,0
ep4b_ix,khan_yunis,refugees,0
ep4b_ix,deir_balah,refugees,0
ep4b_ix,gaza,refugees,0
ep4b_ix,rafah,refugees,0
ep4b_ix,north_gaza,refugees,0
ep4b_x,khan_yunis,refugees,0
ep4b_x,deir_balah,refugees,0
ep4b_x,gaza,refugees,0
ep4b_x,rafah,refugees,0
ep4b_x,north_gaza,refugees,0
ep4b_xi,khan_yunis,refugees,0
ep4b_xi,deir_balah,refugees,0
ep4b_xi,gaza,refugees,0
ep4b_xi,rafah,refugees,0
ep4b_xi,north_gaza,refugees,0
ep4b_xii,khan_yunis,refugees,0
ep4b_xii,deir_balah,refugees,0
ep4b_xii,gaza,refugees,0
ep4b_xii,rafah,refugees,0
ep4b_xii,north_gaza,refugees,0
ep4b_xiii,khan_yunis,refugees,0
ep4b_xiii,deir_balah,refugees,0
ep4b_xiii,gaza,refugees,0
ep4b_xiii,rafah,refugees,0
ep4b_xiii,north_gaza,refugees,0
ep4b_xiv,khan_yunis,refugees,0
ep4b_xiv,deir_balah,refugees,0
ep4b_xiv,gaza,refugees,0
ep4b_xiv,rafah,refugees,0
ep4b_xiv,north_gaza,refugees,0
ep4b_xv,khan_yunis,refugees,0
ep4b_xv,deir_balah,refugees,0
ep4b_xv,gaza,refugees,0
ep4b_xv,rafah,refugees,0
ep4b_xv,north_gaza,refugees,0
ep4c_i,khan_yunis,refugees,0.094366688
ep4c_i,deir_balah,refugees,0.00432201
ep4c_i,gaza,refugees,0
ep4c_i,rafah,refugees,0
ep4c_i,north_gaza,refugees,0
ep4c_ii,khan_yunis,refugees,0
ep4c_ii,deir_balah,refugees,0.00144067
ep4c_ii,gaza,refugees,0
ep4c_ii,rafah,refugees,0
ep4c_ii,north_gaza,refugees,0
ep4c_iii,khan_yunis,refugees,0
ep4c_iii,deir_balah,refugees,0
ep4c_iii,gaza,refugees,0
ep4c_iii,rafah,refugees,0
